Nr,Question,Main Category,Field Name
811,"What is your primary mode of transportation and how do you minimize environmental impact?","ENVIRONMENT","transportation_environmental"
812,"Do you own or plan to own an electric or hybrid vehicle?","ENVIRONMENT","electric_vehicle"
813,"How aware are you of your personal carbon footprint?","ENVIRONMENT","carbon_footprint_awareness"
814,"Do you participate in carbon offset programs or initiatives?","ENVIRONMENT","carbon_offsetting"
815,"How important is sustainability when making purchasing decisions?","ENVIRONMENT","sustainable_shopping"
816,"How often do you buy secondhand or pre-owned items?","ENVIRONMENT","secondhand_shopping"
817,"How important is it to you to buy locally produced products?","ENVIRONMENT","local_products"
818,"Do you prioritize organic products when shopping for food?","ENVIRONMENT","organic_products"
819,"Do you practice minimalism or conscious consumption?","ENVIRONMENT","minimalism"
820,"How often do you donate unwanted items instead of throwing them away?","ENVIRONMENT","donation_frequency"
821,"Are you involved in environmental activism or advocacy?","ENVIRONMENT","environmental_activism"
822,"What conservation efforts do you participate in?","ENVIRONMENT","conservation_efforts"
823,"Do you support wildlife conservation organizations or initiatives?","ENVIRONMENT","wildlife_support"
824,"How actively do you educate yourself about environmental issues?","ENVIRONMENT","environmental_education"
825,"What eco-friendly features does your home have?","ENVIRONMENT","eco_friendly_home"
826,"Do you grow any of your own food (herbs, vegetables, fruits)?","ENVIRONMENT","garden_growing"
827,"How much of your budget do you allocate to environmentally friendly products or services?","ENVIRONMENT","environmental_budget"
828,"How important are green certifications when choosing products?","ENVIRONMENT","green_certifications"
829,"What are your environmental goals for this year?","ENVIRONMENT","environmental_goals"
830,"Do you experience anxiety or concern about climate change?","ENVIRONMENT","climate_anxiety"
831,"Are you part of any environmental groups or communities?","ENVIRONMENT","environmental_community"
832,"How does environmental concern influence your dietary choices?","ENVIRONMENT","sustainable_diet"
833,"Have you reduced meat consumption for environmental reasons?","ENVIRONMENT","meat_consumption"
834,"What do you do to minimize food waste?","ENVIRONMENT","food_waste"
835,"How important is minimal packaging when purchasing products?","ENVIRONMENT","packaging_preference"
836,"Do you use environmentally friendly cleaning products?","ENVIRONMENT","eco_cleaning"
837,"Do you prefer natural or eco-friendly beauty and personal care products?","ENVIRONMENT","natural_beauty"
838,"How do you feel about fast fashion and its environmental impact?","ENVIRONMENT","fast_fashion"
839,"What do you do with clothing you no longer wear?","ENVIRONMENT","clothing_lifecycle"
840,"Are you aware of and do you try to reduce your digital carbon footprint?","ENVIRONMENT","digital_footprint"
841,"How much have you transitioned to paperless living (bills, receipts, etc.)?","ENVIRONMENT","paperless"
842,"How do you encourage others to be more environmentally conscious?","ENVIRONMENT","environmental_influence"
843,"How often do you spend time in nature?","ENVIRONMENT","nature_connection"
844,"What outdoor activities do you enjoy that connect you with nature?","ENVIRONMENT","outdoor_recreation"
845,"What or who inspires your environmental consciousness?","ENVIRONMENT","environmental_inspiration"
846,"What green technologies are you most interested in?","ENVIRONMENT","green_technology"
847,"What environmental issue is most important to you personally?","ENVIRONMENT","environmental_priorities"
848,"How do you make your travel more sustainable?","ENVIRONMENT","sustainable_travel"
849,"What do you do to support or improve your local environment?","ENVIRONMENT","local_environment"
850,"What gives you hope or concern about the environmental future?","ENVIRONMENT","environmental_future"
851,"What do you believe is your purpose in life?","PHILOSOPHY","life_purpose"
852,"What gives your life meaning?","PHILOSOPHY","meaning_of_life"
853,"What belief system or worldview guides your life?","PHILOSOPHY","belief_system"
854,"What existential questions do you think about most?","PHILOSOPHY","existential_questions"
855,"How do you feel about mortality and death?","PHILOSOPHY","mortality_perspective"
856,"What are your beliefs about what happens after death?","PHILOSOPHY","afterlife_beliefs"
857,"Do you believe in free will or determinism?","PHILOSOPHY","free_will"
858,"How much of life do you think is fate versus personal choice?","PHILOSOPHY","fate_vs_choice"
859,"How do you understand the concepts of good and evil?","PHILOSOPHY","good_vs_evil"
860,"Do you think humans are fundamentally good, bad, or neutral?","PHILOSOPHY","human_nature"
861,"How do you define truth?","PHILOSOPHY","truth_definition"
862,"What sources of knowledge do you trust most?","PHILOSOPHY","knowledge_sources"
863,"How do you think we perceive reality?","PHILOSOPHY","reality_perception"
864,"What is your understanding of consciousness?","PHILOSOPHY","consciousness_view"
865,"What ethical framework guides your decisions (utilitarianism, deontology, virtue ethics, etc.)?","PHILOSOPHY","ethical_framework"
866,"What is the source of your moral compass?","PHILOSOPHY","moral_compass"
867,"How do you define justice?","PHILOSOPHY","justice_definition"
868,"Which is more important: individual rights or collective responsibilities?","PHILOSOPHY","rights_responsibilities"
869,"Should society prioritize individual freedom or collective welfare?","PHILOSOPHY","individual_vs_collective"
870,"Do you value change and innovation or tradition and stability?","PHILOSOPHY","change_vs_tradition"
871,"How do you define progress?","PHILOSOPHY","progress_definition"
872,"Are you optimistic, cautious, or pessimistic about technology\'s role in society?","PHILOSOPHY","technology_philosophy"
873,"Do you think people are shaped more by nature or nurture?","PHILOSOPHY","nature_vs_nurture"
874,"What is your philosophy on the pursuit of happiness?","PHILOSOPHY","happiness_pursuit"
875,"Do you believe suffering has meaning or purpose?","PHILOSOPHY","suffering_meaning"
876,"How important is it to you to leave a legacy?","PHILOSOPHY","legacy_importance"
877,"Who or what has most influenced your philosophical views?","PHILOSOPHY","influence_philosophy"
878,"How often do you engage in philosophical contemplation?","PHILOSOPHY","contemplation_frequency"
879,"Do you engage in any spiritual practices?","PHILOSOPHY","spiritual_practices"
880,"Do you practice meditation or mindfulness?","PHILOSOPHY","meditation_philosophy"
881,"Do you identify with any religious tradition?","PHILOSOPHY","religious_affiliation"
882,"What role does faith play in your life?","PHILOSOPHY","faith_role"
883,"Are you comfortable with uncertainty and doubt?","PHILOSOPHY","doubt_comfort"
884,"Do you believe in absolute truths or relative truths?","PHILOSOPHY","absolute_truth"
885,"Do you believe morality is universal or culturally relative?","PHILOSOPHY","moral_relativism"
886,"How do you perceive the nature of time?","PHILOSOPHY","time_perception"
887,"What makes you the same person over time?","PHILOSOPHY","identity_continuity"
888,"How do you define the self or ego?","PHILOSOPHY","self_definition"
889,"What does it mean to you to live authentically?","PHILOSOPHY","authenticity"
890,"What virtues do you value most (courage, wisdom, compassion, etc.)?","PHILOSOPHY","virtue_priority"
891,"What vices or weaknesses are you most aware of in yourself?","PHILOSOPHY","vice_awareness"
892,"Should decisions be guided more by reason or emotion?","PHILOSOPHY","rationality_emotion"
893,"What do you think are the limits of human knowledge?","PHILOSOPHY","knowledge_limits"
894,"How do you define beauty?","PHILOSOPHY","beauty_definition"
895,"What do you think is the purpose of art?","PHILOSOPHY","art_purpose"
896,"How do you think language shapes thought?","PHILOSOPHY","language_thought"
897,"How do you understand the relationship between mind and body?","PHILOSOPHY","mind_body"
898,"What are your philosophical views on artificial intelligence and consciousness?","PHILOSOPHY","artificial_intelligence"
899,"Do you think we could be living in a simulation?","PHILOSOPHY","simulation_theory"
900,"Do you read philosophy? If so, what philosophical works or thinkers interest you?","PHILOSOPHY","philosophical_reading"
901,"How engaged are you in politics and current affairs?","POLITICS","political_engagement"
902,"How would you describe your political ideology or leanings?","POLITICS","political_ideology"
903,"How consistently do you vote in elections?","POLITICS","voting_frequency"
904,"What news sources do you trust for political information?","POLITICS","news_sources_politics"
905,"How comfortable are you discussing politics with others?","POLITICS","political_discussion"
906,"Are you involved in any political activism or social movements?","POLITICS","activism_participation"
907,"What political or social causes do you support?","POLITICS","causes_supported"
908,"Do you make donations to political campaigns or advocacy organizations?","POLITICS","charity_donations"
909,"How often do you volunteer for political or community causes?","POLITICS","volunteering"
910,"How important is social justice to you?","POLITICS","social_justice"
911,"What are your views on economic policy (capitalism, socialism, mixed economy, etc.)?","POLITICS","economic_views"
912,"What is your stance on healthcare policy?","POLITICS","healthcare_views"
913,"What are your views on education policy and reform?","POLITICS","education_views"
914,"How important is environmental policy in your political priorities?","POLITICS","environmental_policy"
915,"What are your views on immigration policy?","POLITICS","immigration_views"
916,"How interested are you in foreign policy and international relations?","POLITICS","foreign_policy"
917,"What role do you think government should play in society?","POLITICS","government_role"
918,"What are your views on taxation and tax policy?","POLITICS","taxation_views"
919,"Do you support more or less government regulation of business?","POLITICS","regulation_views"
920,"How important are civil liberties and individual freedoms to you?","POLITICS","civil_liberties"
921,"What are your views on gun control and gun rights?","POLITICS","gun_control"
922,"What are your views on abortion rights?","POLITICS","abortion_rights"
923,"What is your stance on LGBTQ+ rights and equality?","POLITICS","lgbtq_rights"
924,"How important is racial justice and equity to you?","POLITICS","racial_justice"
925,"How important is gender equality to you?","POLITICS","gender_equality"
926,"What are your views on workers\' rights and labor unions?","POLITICS","workers_rights"
927,"How much responsibility should corporations have to society?","POLITICS","corporate_responsibility"
928,"How much do you trust mainstream media?","POLITICS","media_trust"
929,"How often do you fact-check political claims and news?","POLITICS","fact_checking"
930,"Are you optimistic or pessimistic about the political future?","POLITICS","political_hope"
931,"How do you participate in democracy beyond voting?","POLITICS","democratic_participation"
932,"Do you identify with a political party?","POLITICS","political_party"
933,"How important is bipartisan cooperation to you?","POLITICS","bipartisanship"
934,"Are you willing to compromise on political issues?","POLITICS","political_compromise"
935,"Do you support or participate in grassroots political movements?","POLITICS","grassroots_movements"
936,"What are your views on the electoral system and potential reforms?","POLITICS","electoral_system"
937,"What are your views on campaign finance and money in politics?","POLITICS","campaign_finance"
938,"Do you support term limits for elected officials?","POLITICS","term_limits"
939,"How important is protecting and expanding voting rights?","POLITICS","voting_rights"
940,"What are your views on criminal justice reform?","POLITICS","criminal_justice"
941,"What are your views on police reform?","POLITICS","police_reform"
942,"What are your views on drug policy and legalization?","POLITICS","drug_policy"
943,"How important is digital privacy and data protection to you?","POLITICS","privacy_rights"
944,"What are your views on government surveillance?","POLITICS","surveillance"
945,"How do you view whistleblowers and their role in democracy?","POLITICS","whistleblowers"
946,"What are your views on international aid and development?","POLITICS","international_aid"
947,"What are your views on military spending and defense policy?","POLITICS","military_spending"
948,"How important are international alliances like NATO?","POLITICS","nato_alliances"
949,"What is your view of the United Nations and international organizations?","POLITICS","united_nations"
950,"How much do you think individuals can influence political change?","POLITICS","political_influence"
951,"Are you optimistic, realistic, or pessimistic about your future?","FUTURE","future_outlook"
952,"What are your main goals for the next year?","FUTURE","one_year_goals"
953,"Where do you see yourself in five years?","FUTURE","five_year_goals"
954,"What are your aspirations for ten years from now?","FUTURE","ten_year_goals"
955,"What are your long-term career aspirations?","FUTURE","career_aspirations"
956,"What are your major financial goals?","FUTURE","financial_goals"
957,"What is your savings target for the next 1-5 years?","FUTURE","savings_target"
958,"What are your retirement plans?","FUTURE","retirement_plans"
959,"At what age do you plan to retire?","FUTURE","retirement_age_target"
960,"What is your investment strategy for the future?","FUTURE","investment_strategy"
961,"Do you have any real estate goals (buying, selling, investing)?","FUTURE","real_estate_goals"
962,"Do you plan to pursue further education or certifications?","FUTURE","education_future"
963,"What skills do you want to develop in the coming years?","FUTURE","skill_development"
964,"What are your long-term health goals?","FUTURE","health_goals_future"
965,"What fitness milestones do you want to achieve?","FUTURE","fitness_goals_future"
966,"Do you have any weight or body composition goals?","FUTURE","weight_goals"
967,"What are your goals for your relationships?","FUTURE","relationship_future"
968,"What are your plans regarding family?","FUTURE","family_future"
969,"Do you plan to have children or more children?","FUTURE","children_future"
970,"Are you planning to relocate? If so, where and when?","FUTURE","relocation_plans"
971,"What destinations are on your travel bucket list?","FUTURE","travel_bucket_list"
972,"What adventures or experiences do you want to have?","FUTURE","adventure_goals"
973,"What creative projects do you want to complete?","FUTURE","creative_projects"
974,"Do you have any business ideas you want to pursue?","FUTURE","business_ideas"
975,"Are you planning to start or grow a side hustle?","FUTURE","side_hustle"
976,"What passive income streams do you want to create?","FUTURE","passive_income"
977,"What philanthropic goals do you have?","FUTURE","philanthropy"
978,"What legacy do you want to leave behind?","FUTURE","legacy_goals"
979,"What are the top items on your bucket list?","FUTURE","bucket_list"
980,"What are your biggest fears about the future?","FUTURE","fears_about_future"
981,"What are you most excited about for the future?","FUTURE","excitement_about_future"
982,"What areas of personal growth are you focusing on?","FUTURE","personal_growth"
983,"What new habits do you want to build?","FUTURE","habits_to_build"
984,"What habits do you want to break or change?","FUTURE","habits_to_break"
985,"What do you want to learn in the next few years?","FUTURE","learning_goals"
986,"Do you want to learn a new language?","FUTURE","language_learning"
987,"What new hobbies do you want to try?","FUTURE","hobbies_future"
988,"What are your social or relationship-building goals?","FUTURE","social_goals"
989,"How do you want to be involved in your community in the future?","FUTURE","community_involvement"
990,"How do you plan to grow your professional network?","FUTURE","professional_network"
991,"What changes do you want to make to your work-life balance?","FUTURE","work_life_balance"
992,"What lifestyle changes are you planning to make?","FUTURE","lifestyle_changes"
993,"How do you want to live more sustainably in the future?","FUTURE","sustainability_future"
994,"Do you plan to simplify or downsize your lifestyle?","FUTURE","minimalism_future"
995,"What improvements do you want to make in how you manage your time?","FUTURE","time_management"
996,"What new technologies do you want to learn or adopt?","FUTURE","technology_adoption"
997,"Do you plan to reduce screen time or take digital detoxes?","FUTURE","digital_detox"
998,"What are your mental health and wellbeing goals?","FUTURE","mental_health_future"
999,"What are your goals for your spiritual journey?","FUTURE","spiritual_journey"
1000,"What challenges do you anticipate facing in the future and how will you prepare?","FUTURE","challenges_anticipated"
